name,representImage,intro,address,longitude,latitude,openTime,phone,email,headCityName,cityName,groupTypeName,seg,city
島呼冊店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E113/F859/1ddaea92-2146-446d-8932-30d907e1ec2c.jpg,"用豆腐親近土地，用閱讀貼近邊緣。乍看店名的一頭霧水，只要用台語唸出便會一掃而空。「島呼」＋「冊」＝豆腐＋書──店內不只賣書，也賣豆類製品。
島呼冊店的書可借可買，不分新舊，當客人喜歡上一本書，可以支付書籍的原價將書帶回家，看完拿回店裡歸還則退還押金；若沒有將書還回店裡，就當作是客人買了那本書。書便可以不斷的流通，讓有價值的文字有更多被看到的機會。

圖片擷取自島呼冊店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",嘉義市西區北興街86號,120.453822,23.481019,14:00-21:00,(05)2311031,,,嘉義市  嘉義市,實體書店,"['閱讀', '島呼冊', '店裡', '豆腐', '客人', '店名', '親近', '貼近', '邊緣', '一頭', '台語', '一掃', '島呼', '店內', '賣書', '新舊', '喜歡', '書籍', '原價', '將書帶', '完拿回', '還則', '退還', '將書', '還回', '當作', '本書', '不斷', '價值', '機會', '圖片', '臉書', '粉絲', '專頁', '台灣', '協會', '建構', '16', '乍看', '押金', '不分', '一本', '日期', '文字', '支付', '回家', '流通', '土地', '文化', '只要', '看到', '建立']",嘉義市
雲海二手書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E175/F878/f3f947ab-fa94-4ca1-9b4a-1716bb1fc5d2.jpg,擁有五萬冊書籍，藏有豐富的文學類書籍和早期絕版雜誌。店的空間十分典雅，並特別設置由店主人蒐集的古玩所妝點的童書區，歡迎孩子們前來享受閱讀的樂趣。,南門路243-2號,120.204963,22.990709,一～日｜10:00 - 21:00,(06)2149666,,,臺南市  中西區,實體書店,"['書籍', '擁有', '五萬冊', '豐富', '文學', '絕版', '雜誌', '空間', '並特別', '設置', '蒐集', '所妝點', '童書區', '歡迎', '前來', '閱讀', '樂趣', '店主人', '古玩', '典雅', '藏有', '享受', '早期', '孩子', '十分']",臺南市
烏邦圖書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D22/E143/F963/de5be32e-1fb2-4678-8fd5-37fe1b77bb78.jpg,"「Ubuntu」是非洲語。有人翻譯成「樂於分享」，也有人翻譯為「我在因我們同在」，但因無法精確的表達原涵意，故有「Ubuntu」美到無法翻譯的說法。我們特別喜歡「我在因我們同在」，它有種生活中我與他人密不可分的意思，這種態度也是烏邦圖書店想傳遞的理念。我們在台南安平運河旁成立烏邦圖書店，是因為這個樹木枝椏低垂，涼風徐徐吹拂的恬靜氛圍環境，能夠讓人靜下心來好好的享受讀書的樂趣。希望書店的成立能提升社區生活文化，也為社區再造盡一份心力。

坐落於河畔靜巷的烏邦圖書店，盼望來者可以在此安放自我，閱讀世界，乘著咖啡與茶香放飛心神，品著甜美療癒生活。在烏邦圖，你我都在同一種美好裡。",環河街129巷27號2樓,120.204963,22.990709,08:30-20:30，週二公休,(06)222-6919,ubuntu.bookcafe@gmail.com,均曼生活文化股份有限公司,臺南市  中西區,實體書店,"['烏邦圖書店', 'Ubuntu', '翻譯', '社區', '生活', '涵意', '翻譯成', '因無法', '精確', '表達原', '美到', '無法', '說法', '特別', '喜歡', '有種', '這種', '態度', '傳遞', '運河', '因為', '這個', '樹木枝', '涼風', '恬靜', '氛圍', '環境', '能夠', '人靜下', '心來', '讀書', '樂趣', '書店', '靜巷', '來者', '閱讀', '乘著', '放飛', '品著', '烏邦圖', '茶香', '成立', '安平', '吹拂', '心力', '有人', '台南', '密不可分', '甜美', '低垂', '再造', '徐徐', '安放', '心神', '坐落', '河畔', '故有', '盼望', '咖啡', '美好', '分享', '自我', '理念', '他人', '好好', '非洲', '同一', '享受', '一份', '意思', '提升', '希望', '文化', '世界']",臺南市
唐恩書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D5/E145/F366/8ca3b5b7-bee4-4b76-86c4-ee2bf12f1157.jpg,"位於台南市區聚集多間特色小店的衛民街70巷內，是間專營科普、生物醫學、哲學、及歷史類新書還有火柴盒小汽車銷售的書店，並不定期舉辦讀書會及各類社群聚會。

圖片擷取自唐恩Down House粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月5日。",衛民街70巷28號,120.204963,22.990709,週一至週五11:00-23:00，週六、日11:00-19:00,(06)222-7767,,,臺南市  中西區,實體書店,"['多間', '衛民街', '70', '巷內', '專營', '醫學', '哲學', '歷史類', '新書', '還有', '小汽車', '銷售', '書店', '舉辦', '讀書', '會及', '各類', '聚會', '圖片', '唐恩', 'Down', 'House', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '火柴盒', '社群', '台南市', '科普', '小店', '不定期', '聚集', '日期', '特色', '生物', '文化', '建立']",臺南市
艸祭Book Inn,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E175/F179/6fc7cc51-dc59-443e-82f0-c46dd0effd7c.jpg,以古書、英日文書、日據時代文獻和地方誌為主。店主人原是攝影工作者，相當注重空間與書的互動關係。近年為了替讀者和書保留更好的閱讀空間而推行會員制，謝絕純粹觀光客的騷擾。店主並在台南另外經營墨林二手書店與城南舊肆兩家舊書店。,南門路71號,120.204963,22.990709,一～日｜12:00 - 20:00,(06)2222909,,,臺南市  中西區,實體書店,"['空間', '以古書', '日據', '時代文獻', '攝影工作者', '相當', '互動關', '讀者', '閱讀', '會員制', '謝絕', '純粹', '觀光客', '騷擾', '並在', '經營', '墨林', '二手書', '舊肆', '兩家', '書店', '日文', '店主人', '台南', '店主', '城南', '近年', '推行', '注重', '保留', '更好', '另外', '地方']",臺南市
貓手 BOOK& SHOP,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E152/F24/0427a2cf-8258-48bb-8e34-8ab6bbbac6d4.jpg,"專營日文藝文二手書,天然健康食的輕食,手作工藝品,組合模型.也會不定期開辦講座/課程/展覽等活動,預計2019年會增設中文創意書籍(新書)專櫃。",大勇路68號2樓,120.281814,22.620168,二～日｜12:00 - 19:00，一休,(07)5214388,,,高雄市  鹽埕區,實體書店,"['專營', '藝文', '二手書', '輕食', '藝品', '組合', '開辦', '講座', '課程', '展覽', '活動', '預計', '2019', '年會', '增設', '創意', '書籍', '新書', '專櫃', '作工', '日文', '不定期', '中文', '模型', '天然', '健康']",高雄市
書店喫茶一二三亭,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E152/F85/2370f28a-b107-417c-add7-70a12e7ac8c6.jpg,原為日治時期著名料亭，店主接手後仍保留建築原味，營造日式氛圍。店內有許多古本與日文書，書籍多屬文史哲領域，也販售日系文具小物與餐飲，並且定期舉辦在地文史講座與「新濱亭一箱古本市」市集活動。,鼓元街4號2樓,120.286733,22.656247,一～日｜10:00 - 18:00,(07)5310330,,,高雄市  鼓山區,實體書店,"['原為', '日治', '時期', '料亭', '建築', '營造', '氛圍', '店內', '許多', '書籍', '多屬', '領域', '販售', '日系', '小物', '並且', '舉辦', '講座', '新濱亭', '活動', '日式', '原味', '文史哲', '市集', '古本', '日文', '一箱', '文史', '店主', '接手', '文具', '本市', '定期', '保留', '著名']",高雄市
無關實驗書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D4/E171/F713/08e6fce9-c26c-4d4c-b87e-2a7e7618cecf.jpg,"這裡無關書，關於找到自我
無關販售，關於新生活嘗試
無關品味，關於叛逆主張
一群跟書店無關的人，想要找出還有什麼新的可能性
無關＿＿＿＿＿＿，關於＿＿＿＿＿＿ 
由你來創造
（由於書店內選書都較具議題性，且有許多限制級的成人書籍；我們希望未來能再深入地探討成人議題，包括心理、慾望、藝術、意識形態等等，也希望店內書籍是可以供給大家自由翻閱的，因此「18歲以下禁入」。）

圖片擷取自無關臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月4日。",大義街2-1號C7-6倉庫,120.281814,22.620168,週二至週四14:00-20:00，週五至週日11:00-20:00,(07)5318813,,,高雄市  鹽埕區,實體書店,"['無關', '關於', '書店', '書籍', '成人', '販售', '關於新', '嘗試', '主張', '還有', '什麼', '創造', '內選書', '具議', '題性', '許多', '未來', '探討', '議題', '藝術', '意識', '形態', '店內', '供給', '翻閱', '18', '禁入', '圖片', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '希望', '叛逆', '品味', '找出', '自我', '日期', '想要', '一群', '深入', '心理', '可能性', '自由', '等等', '限制', '找到', '以下', '文化', '大家', '生活', '建立', '包括', '因此']",高雄市
慶芳書局,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E152/F442/6b4e7200-4ee6-401b-9a88-e03a8d907643.jpg,是高雄鹽埕地區的老字號書店。早期書局銷售各種書籍，並曾出版《可愛的仇人》等具鄉土色彩的台灣通俗文學，1966年之後改為專賣教科書。多年來，慶芳書局每天的營業皆有「午休」時段，而這是店主人自己看書的時間。,五福四路180號2樓,120.281814,22.620168,一～六｜10:00 - 12:30 / 14:30 - 21:30，日休,(07)5513118，(07)5515056,,,高雄市  鹽埕區,實體書店,"['教科', '地區', '老字號', '書店', '書局', '銷售', '各種', '書籍', '並曾', '可愛的', '具鄉', '台灣', '文學', '1966', '之後改', '專賣', '慶芳書局', '營業', '時段', '這是', '看書', '時間', '午休', '店主人', '高雄', '仇人', '通俗', '色彩', '出版', '早期', '每天', '多年', '自己']",高雄市
幸福書房(有限公司),http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E141/F553/b122dd44-1d29-4451-8d9b-8508a1194e15.jpg,一間福音書房，擁有各類福音書籍和禮品、生活用品、文創小物，另販桌遊，使家庭、親子間互動，更簡單、更緊密。無論是生活小物、書籍繪本或手作禮品，亦可點一杯手沖咖啡，像回到家一樣。,英明路200號,120.293381,22.616847,平日｜09:00 - 21:00，六｜09:00 - 19:00，日休,(07)7261601,,,高雄市  苓雅區,實體書店,"['書籍', '禮品', '小物', '福音', '一間', '書房', '擁有', '各類', '文創', '另販', '桌遊', '親子間', '互動', '簡單', '緊密', '無論', '繪本', '手作', '家一樣', '生活用品', '咖啡', '一杯', '家庭', '回到', '生活']",高雄市
順順堂,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E134/F993/e0569ce0-5724-4b3e-8e33-a42d4b8fb45b.jpg,"順順堂是屏東市第一家日式建築改裝的咖啡廳，老闆將這棟日式建築結構與格局保留，進行改裝與粉刷，融合了咖啡與閱讀的經營主軸，打造「在書店喝咖啡、在咖啡店閱讀」的咖啡館夢想。

圖片擷取自順順堂臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",屏東市福建路53號,120.501205,22.67797,週二至週五 11:00-22:00，週六、日 09:30-22:00,(08)7320013,,,屏東縣  屏東市,實體書店,"['閱讀', '順順堂', '建築', '改裝', '日式', '咖啡', '屏東市', '老闆', '將這棟', '結構', '進行', '經營', '主軸', '書店', '館夢想', '圖片', '臉書', '粉絲', '專頁', '台灣', '協會', '建構', '16', '喝咖啡', '咖啡店', '粉刷', '第一家', '打造', '融合', '日期', '保留', '格局', '文化', '建立']",屏東縣
小兔仔書窩,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E182/F716/e42fd8f1-1356-46ae-9610-881da90c2850.jpg,於推廣親子共讀，提供多元的繪本，和嬰幼兒友善、安全的空間，鼓勵家長從孩子嬰幼兒時期開始共讀。舉辦針對親子及育兒講座，帶領家長和孩子進入各式深入的議題。,復興路103-2號1F,120.744604,22.000064,一～五｜10:00 - 16:00，六｜10:30 - 18:00，日休,(08)8898909,,,屏東縣  恆春鎮,實體書店,"['嬰幼兒', '推廣親', '子共讀', '繪本', '空間', '鼓勵', '家長', '時期', '開始', '共讀', '舉辦針', '親子', '及育兒', '講座', '領家長', '進入', '議題', '孩子', '友善', '各式', '多元', '深入', '安全', '提供']",屏東縣
食冊café書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D13/E182/F819/97d7f667-6283-4709-9e04-237f8cc2870b.jpg,"食冊，即是結合生理跟心靈的糧食，三個青年人來台東合創的綜合書店，也是提供身心靈養分的一家店。進來點一杯好咖啡、來一個剛剛出爐的麵包，輕聲交談或是看一本書、打開筆電上網工作，台東燥熱的陽光被擋在美麗的門窗外面；上去二樓是兩間精緻舒適的客房、一小間客廳。食冊為邀請藝文作者來台東演講、新書發表，免費提供住宿。不想被打擾自己設定的生活步調，也要讓來者感受到食冊這家結合書店、烘焙坊、營養輕食、咖啡廳等多功能的空間。

圖片擷取自食冊café書店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月13日。",洛陽街265號,121.146907,22.752472,週三至週日10:00-22:00,(08)9347616,,,臺東縣  台東市,實體書店,"['食冊', '書店', '結合', '咖啡', '心靈', '糧食', '三個', '來台', '東合創', '綜合', '身心靈', '養分', '進來點', '剛剛', '出爐', '輕聲', '交談', '打開', '筆電', '上網', '台東燥熱', '陽光', '美麗的門', '二樓', '兩間', '客廳', '邀請', '藝文', '台東', '演講', '新書', '發表', '免費', '打擾', '設定', '步調', '來者', '這家', '營養', '輕食', '空間', '圖片', 'caf', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '烘焙', '提供', '客房', '青年人', '住宿', '多功能', '一小', '一本', '窗外', '一杯', '生理', '日期', '感受', '或是', '上去', '不想', '作者', '一家', '文化', '生活', '建立', '工作', '自己']",臺東縣
眺港二手書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E123/F457/b305ee94-e460-4246-a87a-87a5040f4854.jpg,"成功鎮新港教會會館1932年成立至今，是東部少見的兩層樓日式建築，列台東縣歷史建物。
老建築目前由台東縣心驛耕新關懷協會經營，營運團隊隨即以「陪伴當地成長」為出發點，不斷思考活化再利用的可能性。老屋本身猶如成功鎮政治、經濟、醫療和宗教發展史的縮影，因此，團隊在2016年將它打造為歷史故事館，主要對附近學生及觀光客介紹以建物為核心的在地史，更與台東晃晃二手書店及成功商水圖書館展開合作，讓老屋擁有了第五度的新身分──眺港二手書店，不只讓殘破不堪的老屋再創新生命，更期盼它能成為凝聚社區的共讀站。

圖片擷取自心驛耕新－新港教會歷史建築夢想計畫臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",台東縣成功鎮中山東路59號,121.365598,23.126152,週二、三 11:00-17:30，週四 11:00-18:00，週五 11:00-20:00，週六 11:00-21:00，週日 13:00-17:30,(08)9851074,sygs19320601@gmail.com,,臺東縣  成功鎮,實體書店,"['歷史', '老屋', '建物', '東縣', '二手書', '新港', '成功', '教會會館', '1932', '東部少', '兩層', '建築', '列台', '老建築', '由台', '耕新關', '懷協會', '經營', '營運團隊', '隨即', '當地', '成長', '為出', '發點', '不斷', '猶如', '經濟', '醫療', '發展史', '縮影', '團隊', '2016', '年將', '學生', '觀光', '客介紹', '地史', '台東', '店及', '圖書館', '展開', '擁有', '眺港', '殘破', '創新', '社區', '共讀', '圖片', '心驛', '耕新', '教會', '建築夢想', '計畫', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '16', '日式', '商水', '晃晃', '活化', '期盼', '陪伴', '凝聚', '不堪', '身分', '第五', '思考', '打造', '日期', '宗教', '生命', '故事', '可能性', '至今', '核心', '本身', '合作', '附近', '政治', '成立', '文化', '利用', '建立', '因此', '主要']",臺東縣
池上書局,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D12/E182/F966/472daa5f-c95c-4210-a45b-384e2e772967.jpg,"池上書局為鄉內成立最早及唯一之實體書店，目前為第三代經營。從1955年草創成立至今超過一甲子的歲月，嘉惠了無數的莘莘學子也是在地鄉民兒時求學時的共同記憶。

圖片擷取自池上書局臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月12日。",中山路222號,121.19967,23.11461,09:00-22:00,(08)9862046,chishangbooks@gmail.com,,臺東縣  池上鄉,實體書店,"['書局', '池上', '嘉惠', '一甲子', '實體', '書店', '經營', '1955', '草創', '超過', '無數', '莘莘學子', '鄉民兒', '時求', '學時', '記憶', '圖片', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '12', '成立', '第三代', '日期', '唯一', '至今', '最早', '共同', '文化', '建立']",臺東縣
無論如河獨立書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E154/F473/78e81716-17c0-452d-9bb8-3efe8ecb897b.jpg,坐落淡水河邊的解憂書店，是四位愛書的護理人員與西班牙歸國藝術家楊侖跨界合作的「藝術 & 療癒」書店。,新北市新北市淡水區中正路5巷26號2樓,121.457044,25.189573,下午12點至9點，每週四公休,02 2625 6694,guttabooks@gmail.com,,新北市  淡水區(淡水鎮),實體書店,"['書店', '邊的', '解憂', '愛書', '護理', '人員', '歸國', '藝術家', '藝術', '淡水河', '四位', '坐落', '西班牙', '合作']",新北市
純良社書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E145/F111/f38ba55f-dfa2-47f9-ba2d-ad25d2305f3d.jpg,純良社是一家社區書店，希望成為社區裡買書找書聊書的據點。,10056台北市金山南路一段89巷8號1樓,121.507818,25.039382,周二至周日11:00-20:00(周一店休),02-2397-9865,purebookstw@gmail.com,,臺北市  中正區,實體書店,"['純良', '社是', '社區', '書店', '社區裡', '買書', '找書', '聊書', '據點', '一家', '希望']",臺北市
戲台書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D19/E124/F835/c565403b-dac6-4d30-bc02-2480cd165f4a.jpg,"書店紅磚牆為兩廳院原本構造，也是劇場側台常見的紅磚牆面。
劇場人常用的瑞克箱，搖身變成書店桌檯展櫃。 隨處可見的劇場花天帕燈，在書店轉換成檯燈。
書店提供閱讀者隨處可坐下的閱讀椅，椅背椅面適用國家戲劇院拆卸下來的舞台地板奧勒岡松木。
劇場人的書店，裡面有劇場人的專業書籍與培養創意視野的非專業書籍，打破傳統書籍分類模式，創新『人生劇場四大象限』分類法。 除了展售書之外，還有很多劇場人使用的各種萬用工具。",台北市中山南路21-1號 國家戲劇院 愛國東路側,121.507818,25.039382,09:00-22:00,02-23971920,ask@theatercafe.tw,,臺北市  中正區,實體書店,"['劇場', '書店', '書籍', '紅磚', '隨處', '閱讀', '專業', '分類', '兩廳', '構造', '劇場側', '台常見', '牆面', '搖身', '變成', '展櫃', '可見', '花天', '帕燈', '轉換成', '椅面', '適用', '國家戲', '劇院', '下來', '奧勒岡', '裡面', '培養', '創意', '視野', '傳統', '創新', '展售書', '還有', '各種', '萬用', '瑞克', '象限', '松木', '拆卸', '椅背', '地板', '舞台', '打破', '人生', '原本', '四大', '常用', '坐下', '工具', '模式', '之外', '很多', '提供', '使用']",臺北市
親子天下Club,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D10/E142/F386/2cdea1b5-453b-4b82-9748-65f69dc011b1.jpg,"「親子天下Club」成立於2019年7月
是一個共享、共玩、共學的多功能體驗空間

我們期待
您和孩子在這裡快樂學習、展現創意、實現夢想
我們歡迎
各機構團體在這裡自在交流、共同成長

在親子天下Club有大大小小的活動正在發生
透過體驗、探索，邀您一同Share&Enjoy！",建國北路一段126號5樓,121.524686,25.072631,週二至週六 09:30AM-17:30PM,02-25080580,cpclub@cw.com.tw,,臺北市  中山區,實體書店,"['親子', 'Club', '體驗', '天下', '2019', '共玩', '共學', '空間', '快樂學習', '展現', '創意', '實現', '歡迎', '各機構', '團體', '成長', '活動', '發生', 'Share', 'Enjoy', '多功能', '共享', '大大小小', '一同', '探索', '交流', '期待', '共同', '孩子', '成立', '正在']",臺北市
櫞椛文庫,http://cloud.culture.tw/h_upload_ccacloud/cms/image/A0/B0/C0/D27/E193/F711/ecce2b60-b77c-42c2-be6f-1e2754f3efef.JPG,一間隱身於中山區巷弄內的「計時制」私設圖書館。我們由衷地希望來到這裡的人們，都能夠閱讀各種形式的美。,中山區中山北路一段56巷2之1號2樓,121.524686,25.072631,平日:13:00-21:00  六日 14:00-18:00,02-25221795,kulida@gmail.com,,臺北市  中山區,實體書店,"['一間', '隱身', '巷弄', '計時制', '私設', '圖書館', '人們', '能夠', '閱讀', '各種', '由衷', '中山', '希望', '形式']",臺北市
微貳獨冊,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D19/E154/F44/6b16b55f-96f8-4a53-acf3-5519d3cad4ca.png,"文字圖像，是人們一直以來用來紀錄歷史點滴的媒介；書籍，這些圖文媒介的集結匯流。回想學生時候，智慧手機平板不普及的那些從前，大家手上翻閱著的是各樣式的，充滿著語文、哲理、故事及青春的書籍，豐富了多數人的當時。

唯一獨二，讓人拾起書本的觸感。",光復南路346巷56號,121.542957,25.034544,11:00～20:00，週二休息，其他依活動時間而定,02-27769926,orlando@waytoread.com.tw,,臺北市  大安區,實體書店,"['書籍', '媒介', '圖像', '人們', '以來', '紀錄', '歷史點', '這些', '圖文', '集結', '匯流', '學生', '時候', '手機', '從前', '翻閱', '各樣', '充滿', '語文', '豐富', '多數', '當時', '獨二', '書本', '觸感', '拾起', '平板', '哲理', '回想', '青春', '普及', '智慧', '手上', '文字', '故事', '唯一', '大家', '那些', '一直']",臺北市
RE BOOK STORE 閱二手書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D9/E124/F97/6fe244bf-3b41-4875-a740-4f64bb607b1c.jpg,"公館地區最大二手書店，佔地117坪，藏書破11.6萬本
平均一本書$50
單月有主題書展
單季有裝置藝術展",羅斯福路三段301號B1,121.542957,25.034544,12:30-20:00,0223681268,d.liu@lhcmkt.com.tw,,臺北市  大安區,實體書店,"['公館', '地區', '二手書', '佔地', '117', '藏書', '11.6', '萬本', '50', '單月', '主題', '書展', '單季', '裝置', '藝術展', '一本', '平均', '最大']",臺北市
竹風書苑（公館店）,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D20/E146/F98/c9abb9e4-e8a0-488a-80d3-25e339b3d508.JPG,https://www.facebook.com/bookfinder119/?ref=page_internal,羅斯福路三段283巷21弄6號一樓,121.542957,25.034544,每日12:30~20:30,0223686808,,,臺北市  大安區,實體書店,"['https', 'www', 'facebook', 'com', 'bookfinder119', 'ref', 'page', 'internal']",臺北市
竹風書苑（南港店）,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D20/E150/F804/2d0cfc40-daf7-4b87-9700-30f3da07b8f3.JPG,https://www.facebook.com/bookfinder119/?ref=page_internal,研究院路二段168號1樓,121.592271,25.054501,週一至週五11:00-19:00,0227830271,,,臺北市  南港區,實體書店,"['https', 'www', 'facebook', 'com', 'bookfinder119', 'ref', 'page', 'internal']",臺北市
愛閱二手書坊,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E161/F305/731c980e-8ee1-4877-a573-410126317fb1.JPG,店主是退化性脊椎損傷患者，曾為找工作所苦，並體認到特殊族群在社會上被接受還有困難，因而成立一間支持身心障礙人士就業的二手書店。店內除二手書籍外，還販售CD、黑膠唱片、各式生活用品及古董、畫作等。,106 臺北市臺北市大安區和平東路二段14號B1,121.542957,25.034544,一～日｜12:00 - 22:00,0233653226,,,臺北市  大安區,實體書店,"['二手書', '損傷', '所苦', '並體', '認到', '社會', '還有', '困難', '一間', '障礙', '就業', '店內', '籍外', '還販售', 'CD', '黑膠', '畫作', '族群', '脊椎', '生活用品', '唱片', '各式', '古董', '店主', '身心', '退化', '患者', '特殊', '因而', '接受', '成立', '人士', '支持', '工作']",臺北市
瓦當人文書屋,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D9/E132/F251/719e40a2-7505-49b9-a8ac-af8eca96c535.jpg,"❤交流：走進來的你們，是書店最美的風景。
❤分享：相契的剎那，世界是多麼美好啊。",大林路104號,121.044975,24.774921,週三~日13:00-20:00 週一二公休,03-5952625／0912-279505,ahwa0827@hotmail.com,,新竹縣  竹東鎮,實體書店,"['相契', '進來', '書店', '風景', '多麼', '最美', '美好', '分享', '交流', '世界']",新竹縣
山豬窩文創,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D10/E126/F282/7d9c8e05-c097-4f9b-ba56-83eefe3f51f2.png,"桃園鐵支路邊的小書店,以台灣漫畫及繪本為主題選書,兼售二手書.
喝杯台灣原生茶,閱讀台灣漫畫,是一家適合晃悠的小店.",國聖一街191號,121.298601,25.017472,10:00~20:00,033700126,w_s91@yahoo.com.tw,,桃園市  桃園區,實體書店,"['台灣', '漫畫', '兼售', '桃園', '邊的', '書店', '及繪本', '主題', '選書', '二手書', '閱讀', '適合', '晃悠', '喝杯', '支路', '小店', '原生', '一家']",桃園市
筆耕小書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D1/E161/F926/e8ebb62c-94f7-40af-b8b2-afe660e6f071.jpg,"筆耕小書店是竹科生活圈唯一獨立書店，也是為青少年和新竹地區而開的書店。我們認為，唯有當一個人願意透過自己的眼光去探索及思考，改變才會發生，才能找到自己理解世界的管道。我們希望青少年在忙碌的課程之餘能找到一處沉浸自己的場所，自由讀書，自主選書。
我們的願景是，成為親子能安心舒適選擇好書、閱讀好書、討論好書的所在，成為新竹居民能共樂的人文閱讀綠洲。",東區光復路一段485巷6弄8號,120.969102,24.806942,週二至五13:30-21:30；週六10:30-18:30 （週日、一公休）,035790790,farmingwords68@gmail.com,,新竹市  新竹市,實體書店,"['書店', '閱讀', '新竹', '青少年', '筆耕小', '竹科', '獨立', '地區', '認為', '當一個', '人願意', '改變', '發生', '課程', '之餘能', '一處', '場所', '讀書', '選書', '願景', '親子', '舒適', '選擇', '好書', '討論', '能共樂', '綠洲', '生活圈', '找到', '自己', '沉浸', '人文', '唯有', '忙碌', '安心', '管道', '思考', '眼光', '探索', '自主', '所在', '理解', '唯一', '自由', '居民', '才能', '希望', '世界']",新竹市
MR Book Cafe 月讀。書咖,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D19/E156/F656/c78b923f-adfc-42c0-93f5-230ea56ad2ee.JPG,用消費，支持理想的生活。提供義式咖啡、限定單品、無咖啡因飲品，以及新書販售。不定期新書分享、讀影會、讀書會、場地租借。,竹北市成功十街105號,121.023094,24.821766,週二～周六　13:00-21:00,036670921,mrbookcafe@gmail.com,,新竹縣  竹北市,實體書店,"['新書', '消費', '義式', '單品', '飲品', '販售', '讀影會', '讀書', '場地', '咖啡因', '不定期', '租借', '限定', '咖啡', '分享', '理想', '支持', '提供', '生活', '以及']",新竹縣
竹風書苑（佛光店）,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D20/E146/F581/6e88731c-c927-4709-8d1f-2410a85c7f82.JPG,https://www.facebook.com/bookfinder119/?ref=page_internal,林尾路160佛光大學雲起樓115室,121.766666,24.816666,週一至週五10:00-18:00（配合佛光大學行事曆）,039871000#11384,,,宜蘭縣  礁溪鄉,實體書店,"['https', 'www', 'facebook', 'com', 'bookfinder119', 'ref', 'page', 'internal']",宜蘭縣
